gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,0.5094285867473239,0,0,0,1,1,1,0,1,0,-0.4622452935003867,-0.016165662678428824,1,0,0,0,1,0,1,0,0,0
0,0,1,1,1.5677776925507676,1,1,1,1,1,0,1,1,1,1.4623995146670041,2.3535582950647633,0,1,0,0,0,1,1,0,0,0
0,1,0,0,-1.2816237461508113,0,0,0,0,0,0,1,0,1,-0.9450656721009992,-0.9944072768280443,1,0,0,1,0,0,0,0,1,0
0,0,1,1,-0.1418631706701798,1,1,0,0,0,0,0,0,0,-1.2885152197653527,-0.7063417832154401,0,0,1,0,0,1,0,0,0,1
1,0,0,0,-0.9152721326034655,1,0,0,0,0,0,0,0,0,-0.6281629493768859,-0.7943508187201597,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.8745663977648716,1,0,0,0,0,0,0,0,0,-1.4826388771408567,-0.919086997252915,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-0.5896262538947137,1,1,0,0,0,1,1,0,1,0.7771595958970623,-0.2906642857642391,0,1,0,1,0,0,0,0,1,0
0,1,0,0,1.6084834273893616,1,1,0,1,1,1,1,1,1,1.4325343366092342,2.402842476832809,0,1,0,0,0,1,1,0,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-0.7011667179625456,-0.9911802056833213,1,0,0,1,0,0,0,0,1,0
0,1,0,0,0.9571916699718578,1,1,0,1,1,1,1,0,1,1.1604293809717758,1.4949817476490532,0,1,0,0,0,1,1,0,0,0
1,0,0,0,-0.38609757970174374,1,0,0,1,0,0,1,1,0,1.0077851375653963,-0.04760216525831364,0,1,0,1,0,0,0,0,0,1
1,0,1,0,-0.5896262538947137,1,1,0,0,0,0,1,1,1,0.9878750188602166,-0.2693041481872642,0,1,0,1,0,0,0,0,1,0
0,1,0,0,-0.10115743583158582,1,1,1,1,1,0,0,0,0,0.888324425334317,0.20057497277632205,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1.1607203441648277,1,0,0,0,0,0,0,0,1,-1.472683817788267,-0.46071117751269447,0,0,1,0,1,0,0,1,0,0
1,0,0,0,0.387311382231542,1,1,0,0,0,0,0,0,0,-1.3233579274994176,-0.5933723402852114,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.7129572609402939,1,1,0,0,0,0,1,0,1,0.6460846477546283,0.79681478427749,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.22327464034736777,1,1,0,0,1,0,0,0,1,0.5432157011111984,-0.012521487100034269,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.19644780032931503,-0.9793037057561442,0,1,0,1,0,0,0,0,1,0
0,1,0,0,0.5094285867473239,1,1,1,0,0,1,0,1,1,0.16990097538907525,0.3341801087408326,1,0,0,1,0,0,0,0,1,0
1,1,1,0,1.5270719577121736,1,0,1,1,1,0,1,1,0,1.3412796258771595,2.2877436060043617,0,1,0,0,0,1,0,1,0,0
1,0,0,0,-0.5896262538947137,0,0,0,1,1,0,0,0,1,-1.042957089068134,-0.7469765362010314,1,0,0,1,0,0,0,1,0,0
0,0,0,0,-1.2002122764736234,1,0,0,0,1,0,0,0,1,0.3258635719129846,-0.9058713725650026,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0.26519417771576004,1,0,0,0,1,1,0,0,1,0.5498524073462585,0.35387182858312094,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.7943687306174818,1,0,0,0,0,0,0,0,0,-1.5125040551986266,-0.5574355003946586,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-1.1595065416350294,1,0,1,0,1,1,0,1,1,0.9779199595076267,-0.8404079293434825,0,1,0,1,0,0,1,0,0,0
1,0,1,0,1.4456604880349857,1,1,0,1,1,1,1,1,1,1.495583045842304,2.3316273829996064,0,1,0,0,0,1,1,0,0,0
0,0,1,0,-0.2639803751859618,1,0,0,0,0,0,0,0,0,-1.5174815848749215,-0.8086201809247163,0,0,1,0,1,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,0,0,1,0,0,0,0,0,-0.47385952941174164,-0.9881726631878994,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.7943687306174818,1,0,0,0,0,0,0,0,0,-1.469365464670737,-0.5612772517574238,0,0,1,0,1,0,0,0,0,1
0,0,0,1,-0.8338606629262776,1,0,0,0,0,0,0,0,1,-0.6762790695810708,-0.7993999776540797,1,0,0,1,0,0,0,0,1,0
0,0,0,0,-0.1418631706701798,1,1,0,0,0,0,1,1,1,0.2014253300056102,-0.09712782854059043,1,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,1,1,0.49012205123071895,-0.9754180486635189,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.3453918448631497,1,0,1,0,0,0,0,0,1,-0.5103614137045716,-0.47897596113452695,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1.3235432835192036,1,1,1,1,1,1,1,1,1,0.8468450113651922,1.6054485639772518,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-1.1188008067964355,0,0,0,1,0,0,1,1,1,-0.4622452935003867,-0.8760813348548742,1,0,0,1,0,0,0,0,0,1
0,0,1,1,0.1023712383613841,1,0,0,0,0,0,0,0,0,-1.5008898192872717,-0.689723464463364,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.18378270803857208,1,1,1,1,1,1,1,1,1,0.8518225410414869,0.4642288805866692,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0.14307697319997809,0,0,1,1,1,1,0,1,1,-0.39255987803225695,-0.17565322639551229,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-1.1595065416350294,1,0,0,0,0,0,1,0,1,0.5332606417586087,-0.8607582351336734,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.5270719577121736,1,1,0,0,0,0,0,0,0,-1.3349721634107725,-0.2702042156493978,0,0,1,0,0,1,1,0,0,0
0,0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.5324141739038066,-0.987075019941395,0,0,1,1,0,0,1,0,0,0
1,1,0,0,-1.1595065416350294,1,0,1,0,0,0,0,0,0,0.3457736906181643,-0.8903726499243609,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1.5677776925507676,1,1,0,1,1,0,0,1,1,0.9397588986560317,1.9178597847973227,0,1,0,1,0,0,1,0,0,0
0,1,1,0,1.6084834273893616,1,1,1,1,1,1,1,1,1,0.8269348926600121,1.9301094834283115,1,0,0,0,0,1,1,0,0,0
0,1,1,0,0.590840056424512,1,1,1,1,1,0,0,0,1,0.08362379433329585,0.4174034196907932,1,0,0,1,0,0,0,1,0,0
1,0,1,0,0.9164859351332638,1,0,1,1,1,0,0,0,0,-0.2100504565681078,0.3368803111272334,1,0,0,0,0,1,0,0,1,0
1,0,1,0,0.7536629957788878,1,1,0,0,0,0,1,1,1,0.9862158423014517,1.102662098483465,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.6084834273893616,1,1,1,1,1,1,1,1,1,1.767688001479763,2.742277674381817,0,1,0,0,0,1,0,0,1,0
1,0,1,1,1.6084834273893616,1,1,1,1,1,1,1,1,0,1.6432497595723885,2.546194684826278,0,1,0,0,0,1,1,0,0,0
1,0,1,1,0.22448844287716607,1,0,1,1,1,1,1,0,0,0.3026351000902746,0.2199593525095891,1,0,0,0,1,0,0,0,1,0
1,0,1,1,-0.9966836022806536,1,1,1,1,0,1,0,1,1,0.37232051555840456,-0.7268677119250716,1,0,0,0,0,1,0,1,0,0
0,1,0,0,-0.22327464034736777,1,1,0,0,1,0,0,1,0,0.7755004193382974,0.07307273326237561,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-1.0780950719578415,1,0,0,0,1,0,1,0,0,-0.13372833486491825,-0.8285972880110957,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.6303319887333076,1,0,0,0,0,0,0,0,0,-1.5191407614336867,-0.8596166861573088,0,0,1,0,0,1,0,0,0,1
1,0,1,1,1.5677776925507676,1,0,0,0,0,0,0,0,0,-1.497571466169742,-0.3973771621893929,0,0,1,0,0,1,0,0,0,1
0,0,1,0,0.387311382231542,1,0,0,0,1,1,1,1,1,1.1305642029140057,0.8050910143561331,0,1,0,0,0,1,0,1,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4793205240233267,-1.0014760993355323,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1.5270719577121736,1,1,0,1,1,1,1,1,1,1.478991280254654,2.3591562756219355,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-0.9559778674420595,1,0,1,0,0,0,0,0,0,0.3540695734119893,-0.7199525594720941,0,1,0,1,0,0,0,0,1,0
1,0,0,1,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4959122896109767,-1.0016956279848332,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-0.9152721326034655,0,0,1,1,1,0,0,0,0,-0.804035664605975,-0.8131424711003142,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0.6722515261016999,1,0,0,1,0,0,1,1,1,0.9911933719777464,1.0490532023241919,0,1,0,0,0,1,0,0,1,0
0,0,1,0,0.5501343215859179,0,0,0,0,0,0,1,1,1,-0.6961891882862504,-0.1288497183645664,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0.5501343215859179,1,1,0,1,0,1,1,1,1,1.2682758572915003,1.0069037016584244,0,1,0,0,1,0,0,0,1,0
0,1,1,0,-1.1595065416350294,1,1,1,0,0,0,1,1,1,1.1504743216191855,-0.8577726455031814,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1.5677776925507676,1,1,0,1,1,0,1,1,1,1.3628489211411048,2.380735941848211,0,1,0,0,0,1,1,0,0,0
1,0,1,1,-0.7524491932490895,1,0,1,1,0,0,0,1,1,-0.11713656927726834,-0.6523377354874256,1,0,0,0,0,1,1,0,0,0
1,0,1,1,1.4049547531963917,1,0,1,1,0,0,0,0,1,-0.3560579937394271,0.6747788081311353,1,0,0,0,0,1,1,0,0,0
1,0,1,1,-0.9152721326034655,1,0,0,0,1,0,1,0,0,-0.15695680668762801,-0.7630021275999951,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1.2014260790034217,1,0,0,0,0,0,0,0,1,-1.4892755833759168,-0.4828177124972922,0,0,1,0,0,1,0,1,0,0
1,0,1,0,1.3235432835192036,1,1,1,1,1,0,0,0,0,0.8236165395424823,1.5227740746505436,0,1,0,0,1,0,0,0,1,0
1,1,1,0,0.8350744654560759,1,1,1,0,0,1,0,0,1,-0.16193433636392318,0.40759048906704426,1,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.1595065416350294,1,0,0,0,0,0,0,0,0,-1.5108448786398618,-0.9694029636726749,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1.0386031396490458,1,1,0,1,0,1,0,0,1,-0.1669118660402181,0.5285288219668945,1,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,1,0,1,0.4685527559667738,-0.9757034359076098,0,1,0,1,0,0,0,0,1,0
0,0,0,0,1.6084834273893616,1,1,0,0,1,1,1,1,1,1.4126242179040545,2.4378133906664377,0,1,0,0,0,1,0,1,0,0
0,0,1,0,1.4863662228735797,1,0,1,1,0,1,1,1,1,1.376122333611225,2.1735887083679084,0,1,0,0,1,0,0,1,0,0
0,0,1,0,-1.2409180113122174,1,0,0,1,1,0,0,0,0,0.49012205123071895,-0.93796646109279,0,1,0,1,0,0,1,0,0,0
1,0,0,1,0.7943687306174818,1,1,1,1,0,1,1,1,1,0.6709722961361032,0.9485968924041132,1,0,0,0,0,1,0,0,0,1
0,0,0,0,-0.9966836022806536,1,0,0,0,0,0,1,0,1,0.5033954637008385,-0.7121592924219132,0,1,0,1,0,0,1,0,0,0
0,1,0,0,1.6084834273893616,1,1,0,1,1,1,1,1,0,1.550335872281549,2.4772187832159442,0,1,0,0,0,1,0,0,1,0
0,0,1,0,-1.0373893371192475,1,0,0,0,0,0,0,0,1,-0.6862341289336606,-0.8727884051153612,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.8350744654560759,1,1,1,1,1,0,1,0,0,1.1172907904438856,1.3217955962155954,0,1,0,0,1,0,0,0,0,1
0,0,0,0,-0.8745663977648716,1,0,0,0,0,1,1,1,0,0.18483356441796028,-0.6463006976316517,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.5896262538947137,0,0,1,0,1,0,0,0,0,-1.0396387359506039,-0.7687757310766081,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4909347599346818,-1.001629769390043,0,0,1,1,0,0,0,0,0,1
1,0,1,1,1.2421318138420157,1,1,0,0,0,0,0,0,0,-1.3167212212643575,-0.3197518317966046,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.10115743583158582,1,0,0,0,0,1,1,0,0,0.6709722961361032,0.11177563413411937,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4892755833759168,-1.0016078165251128,0,0,1,1,0,0,0,0,0,1
0,0,0,1,0.30589991255435406,1,0,1,0,0,1,1,0,1,-0.027541035103958902,0.06982370925272267,1,0,0,1,0,0,0,1,0,0
1,0,1,1,1.0793088744876398,1,0,0,0,0,0,0,0,0,-1.5075265255223318,-0.5064389951620661,0,0,1,0,0,1,0,0,0,1
0,1,1,0,-0.4268033145403377,1,1,1,1,0,1,0,0,1,-0.045791977250373726,-0.40372154015418815,1,0,0,1,0,0,0,0,0,1
1,0,1,1,1.6084834273893616,0,0,1,1,1,1,0,1,1,-0.31457857977030224,0.8244973469543301,1,0,0,0,0,1,0,1,0,0
0,0,1,0,-0.7524491932490895,1,0,0,0,0,0,0,1,1,0.4370284013502389,-0.5176130034114804,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.6084834273893616,1,1,0,1,1,1,1,1,1,1.510515634871189,2.4943639707263423,0,1,0,0,0,1,1,0,0,0
0,0,0,0,1.6084834273893616,1,1,1,1,1,1,1,1,0,1.6631598782775683,2.6798656793855793,0,1,0,0,0,1,0,1,0,0
1,0,0,0,0.6722515261016999,1,1,0,0,0,0,0,0,1,0.32088604223668943,0.6230359054909199,0,1,0,1,0,0,1,0,0,0
0,1,1,0,-0.5896262538947137,0,0,0,0,1,0,1,1,1,-0.5501816511149312,-0.654467163385644,1,0,0,1,0,0,0,0,1,0
0,0,0,0,-0.9152721326034655,1,0,0,0,0,0,0,0,1,-1.4942531130522119,-0.92284093715596,0,0,1,1,0,0,0,0,0,1
0,0,1,0,-0.9966836022806536,1,1,0,0,0,0,0,1,1,0.6726314726948681,-0.7349463662193436,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-1.0373893371192475,0,0,0,1,0,0,0,1,1,-0.8239457833111549,-0.8816354096821863,1,0,0,1,0,0,0,1,0,0
0,0,1,1,-1.2409180113122174,0,0,0,1,0,0,0,0,1,-1.1508035653878583,-0.9824210125762166,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.06166550352279012,1,0,0,0,1,0,1,0,1,0.634470411843273,0.26722387070406667,0,1,0,1,0,0,0,0,0,1
0,0,0,1,1.5270719577121736,1,1,1,1,0,1,0,0,0,0.03550767412911099,1.1372378607483522,1,0,0,0,0,1,0,0,1,0
0,0,1,0,1.6084834273893616,1,1,0,0,0,0,0,0,0,-1.3399496930870676,-0.24175330270000478,0,0,1,0,0,1,0,0,1,0
1,1,0,0,-0.9966836022806536,0,0,0,0,1,0,0,0,1,-1.1790095668868632,-0.9129841008023507,1,0,0,1,0,0,0,0,1,0
0,0,0,0,-0.6710377235719016,1,0,0,1,1,0,0,1,1,0.9380997220972668,-0.31946644455251344,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1.4863662228735797,1,1,0,0,1,0,1,1,0,1.1471559685016557,1.9933776401568226,0,1,0,0,1,0,1,0,0,0
1,1,1,0,0.1023712383613841,1,1,0,0,1,0,0,0,1,0.5531707604637883,0.2256451445264816,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.9164859351332638,1,0,0,0,0,0,0,0,0,-1.4909347599346818,-0.5330458674573317,0,0,1,1,0,0,0,1,0,0
1,0,0,0,1.4863662228735797,1,0,0,0,0,0,0,0,1,-1.5207999379924515,-0.4533130620312551,0,0,1,0,0,1,0,0,0,1
0,0,0,0,-1.2409180113122174,1,1,0,0,1,0,0,0,0,0.5199872292884885,-0.942005788239926,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1.6084834273893616,1,1,0,0,0,0,0,0,0,-1.3100845150292975,-0.19093242038685293,0,0,1,0,0,1,0,1,0,0
0,0,0,0,-1.1188008067964355,1,0,0,0,0,0,0,0,0,-1.4925939364934466,-0.9622902354353267,0,0,1,1,0,0,0,0,0,1
1,0,0,0,-0.9152721326034655,1,0,0,0,0,0,0,0,0,0.1732193285066055,-0.6874842722404951,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.9978974048104517,1,0,0,0,0,0,0,0,0,-1.5307549973450416,-0.5299285606372595,0,0,1,0,0,1,0,1,0,0
0,0,1,1,-0.30468611002455576,0,0,1,1,1,0,1,1,1,-0.2100504565681078,-0.35066146561816736,1,0,0,1,0,0,0,1,0,0
0,0,1,0,1.2421318138420157,1,1,0,1,1,1,1,1,1,1.4541036318731793,2.0066591234395252,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.6084834273893616,1,0,1,0,1,1,1,1,1,0.5150096996121938,1.5742535429115982,1,0,0,0,0,1,1,0,0,0
1,0,1,0,0.631545791263106,1,1,1,1,1,0,1,0,1,1.0608787874458763,0.9536899570678932,0,1,0,0,0,1,1,0,0,0
1,0,1,1,0.6722515261016999,1,0,0,1,1,0,1,0,1,0.8451858348064274,0.9629979717982501,0,1,0,1,0,0,0,1,0,0
0,0,0,1,-0.4675090493789317,1,0,0,0,0,0,0,0,0,-1.466047111553207,-0.8118692049343692,0,0,1,1,0,0,0,0,0,1
1,1,1,0,0.9978974048104517,0,0,0,0,0,0,1,1,1,-0.6663240102284806,0.11926156107527898,1,0,0,1,0,0,0,0,1,0
1,0,0,0,-0.4675090493789317,1,0,1,0,1,0,1,0,0,0.0139383788651659,-0.3850176992337538,1,0,0,1,0,0,1,0,0,0
0,0,0,0,-0.9966836022806536,1,0,0,0,1,1,0,1,0,-0.027541035103958902,-0.7891040840018688,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.9559778674420595,1,1,0,0,0,0,1,0,1,0.6825865320474579,-0.6628092520590771,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.2409180113122174,1,0,0,0,1,0,1,1,0,0.9961709016540415,-0.9322148104811072,0,1,0,1,0,0,0,0,1,0
1,0,1,0,-0.9559778674420595,1,0,0,1,1,1,1,0,1,0.9928525485365113,-0.6193864852273647,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.5489205190561197,1,1,0,1,0,0,1,1,1,1.1620885575305409,-0.1622619787881591,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.9966836022806536,1,0,1,0,0,0,1,0,0,0.6643355899010431,-0.7169450169766721,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.9571916699718578,1,1,0,1,0,1,1,1,1,1.3445979789946898,1.5874691675995103,0,1,0,1,0,0,1,0,0,0
0,0,1,1,-0.4675090493789317,0,0,1,0,1,0,1,1,1,-0.2979868141826523,-0.5023996680149301,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1.1200146093262338,1,0,0,1,1,1,1,1,1,0.5199872292884885,1.1614738236311684,1,0,0,0,0,1,1,0,0,0
1,0,1,1,0.9571916699718578,0,0,1,1,0,1,1,0,1,-0.4290617623250868,0.2562254853740931,1,0,0,0,1,0,0,0,0,1
0,0,1,1,0.9164859351332638,1,0,0,0,0,0,0,0,0,-1.480979700582092,-0.5366461373058661,0,0,1,0,0,1,0,0,0,1
1,0,0,1,0.9164859351332638,1,0,0,0,0,0,0,0,0,-1.5207999379924515,-0.5706950308124313,0,0,1,0,1,0,1,0,0,0
0,1,0,0,-0.7524491932490895,1,1,0,0,0,0,0,0,1,0.3109309828840996,-0.529094351769916,0,1,0,1,0,0,0,0,1,0
0,0,0,0,1.1607203441648277,1,1,0,1,1,1,1,1,0,0.7871146552496526,1.3259227348224516,1,0,0,0,0,1,0,1,0,0
1,0,1,1,1.3642490183577978,1,0,0,0,0,0,0,0,0,-1.4909347599346818,-0.40705837562356134,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.9978974048104517,1,0,0,1,0,1,0,0,1,-0.34112540471054226,0.3659019985648086,1,0,0,0,1,0,0,0,0,1
1,0,0,0,1.0793088744876398,1,0,0,0,1,1,1,0,1,-0.009290092957543614,0.6296656706998062,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.6722515261016999,1,1,0,1,0,1,1,1,1,1.3844182164050498,1.2586811095415948,0,1,0,0,1,0,1,0,0,0
1,0,1,1,1.4456604880349857,1,1,1,1,1,1,1,1,1,0.904916190921967,1.7964165360040805,1,0,0,0,0,1,0,1,0,0
0,1,0,0,0.14307697319997809,1,1,0,0,0,0,0,0,1,0.33084110158927976,0.15724001740432983,0,1,0,1,0,0,1,0,0,0
0,1,1,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.15330920980142534,-0.9798744802443264,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-0.10115743583158582,1,1,0,0,1,0,1,1,0,1.1786803231181906,0.3493056326776628,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.5677776925507676,1,1,0,0,0,0,0,0,1,-1.3449272227633626,-0.25286145235462887,0,0,1,0,0,1,0,1,0,0
0,0,1,0,-0.9966836022806536,1,0,0,1,1,0,1,1,0,1.2019087949409006,-0.6403295183706679,0,1,0,1,0,0,0,0,1,0
0,1,0,0,-0.9559778674420595,1,0,0,0,0,0,1,0,1,0.5282831120823135,-0.6803934968680769,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.4863662228735797,1,1,0,0,1,1,1,1,1,1.3794406867287545,2.2161333606024174,0,1,0,0,0,1,1,0,0,0
0,0,0,1,1.4049547531963917,1,1,0,1,0,1,1,1,1,1.3827590398462843,2.1704274958179757,0,1,0,0,1,0,1,0,0,0
1,0,0,0,-0.3453918448631497,1,0,1,0,0,1,0,0,0,-0.3311703453579522,-0.41834214819762616,1,0,0,1,0,0,0,0,1,0
1,1,1,0,-0.6710377235719016,1,0,0,0,0,0,0,0,1,0.22797215494585,-0.4976798020549613,0,1,0,1,0,0,1,0,0,0
0,0,1,1,-0.7524491932490895,1,0,0,0,0,0,0,0,0,0.17487850506537042,-0.5509374523753529,0,1,0,1,0,0,0,0,1,0
1,1,1,1,0.06166550352279012,1,1,0,1,1,1,1,1,1,1.4590811615494745,0.581259603528964,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.8350744654560759,1,0,0,0,0,0,0,0,0,-1.5058673489635668,-0.5678850641013801,0,0,1,0,1,0,1,0,0,0
0,0,1,1,-0.5082147842175256,1,1,0,1,1,0,1,1,1,1.3578713914648095,-0.027076236548682117,0,1,0,1,0,0,1,0,0,0
1,0,1,1,-0.3453918448631497,1,1,1,0,0,0,1,1,0,0.3275227484717495,-0.21079976314858184,1,0,0,0,1,0,0,0,0,1
0,0,1,0,1.2828375486806096,1,1,1,1,1,1,0,1,1,0.5432157011111984,1.241645686355847,1,0,0,0,0,1,0,0,0,1
1,1,1,0,1.5677776925507676,1,1,0,0,0,0,0,0,0,-1.3598598117922474,-0.2393384875576952,0,0,1,0,0,1,1,0,0,0
0,0,0,0,-0.9966836022806536,1,0,0,0,0,0,0,0,1,-1.5174815848749215,-0.9393055858535254,0,0,1,0,1,0,0,0,0,1
1,0,1,1,1.3235432835192036,1,1,1,1,0,0,0,1,1,0.15330920980142534,0.9474114376978882,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-0.1418631706701798,1,0,0,0,1,0,0,0,0,-0.5302715324097512,-0.4292307692029494,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0.9164859351332638,1,1,1,0,0,0,1,1,0,1.1936129121470758,1.381836681799384,0,1,0,0,1,0,0,0,0,1
1,0,0,1,0.8757802002946699,1,0,0,1,1,1,0,0,1,-0.13040998174738822,0.43103614881237745,1,0,0,0,1,0,0,0,1,0
0,0,0,0,1.3642490183577978,0,0,1,0,1,1,1,1,1,-0.11879574583603324,0.8307319605944747,1,0,0,0,0,1,1,0,0,0
1,0,1,1,-0.06045170099299184,1,1,0,0,0,0,0,1,0,-0.17354857227527792,-0.20891181676459436,1,0,0,1,0,0,1,0,0,0
0,1,0,0,-1.1188008067964355,1,0,0,0,0,0,0,1,0,0.46523440284924406,-0.8442716335711778,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.4675090493789317,1,0,0,0,1,0,0,1,0,-0.10884068648344337,-0.39854066403068755,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.9559778674420595,0,0,0,0,0,0,0,0,1,-1.3382905165283026,-0.9269461228978862,1,0,0,1,0,0,0,0,0,1
1,1,0,0,-0.06045170099299184,1,1,0,1,0,0,1,0,1,0.8551408941590172,0.23877295775467378,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.6722515261016999,1,0,0,0,1,1,1,1,1,1.1388600857078308,1.1501022395973834,0,1,0,0,1,0,0,1,0,0
0,0,1,0,-0.8745663977648716,1,1,0,0,0,0,1,1,1,0.9646465470375066,-0.5367119959006563,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.0780950719578415,1,1,0,0,0,0,1,1,1,0.9497139580086216,-0.7749005803921023,0,1,0,1,0,0,1,0,0,0
0,0,1,1,-1.3223294809894055,1,0,0,0,0,0,0,0,0,-1.4909347599346818,-0.3968393169986058,0,0,1,0,0,1,0,0,0,1
0,0,1,0,0.9978974048104517,1,0,0,0,0,0,0,0,0,-1.4942531130522119,-0.5205985930419723,0,0,1,0,0,1,1,0,0,0
0,0,0,0,-1.2409180113122174,1,0,0,1,0,0,1,0,1,-0.1967770440979879,-0.9602925247266887,1,0,0,1,0,0,0,0,1,0
0,0,1,1,-0.9559778674420595,1,1,0,0,0,0,1,0,1,0.6776090023711627,-0.6790763249722718,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0.22448844287716607,1,0,0,0,0,0,0,0,0,-1.480979700582092,-0.684169389636052,0,0,1,0,0,1,0,0,0,1
1,0,0,1,0.26519417771576004,0,0,0,0,1,1,1,1,0,-0.33448869847548224,-0.048129034016635854,1,0,0,0,1,0,1,0,0,0
1,0,1,1,-0.6303319887333076,1,1,0,0,0,0,1,1,1,0.9165304268333218,-0.3451952022505757,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.5677776925507676,1,1,0,0,0,0,0,0,0,-1.3067661619117676,-0.1770362568861078,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0.5094285867473239,1,1,1,1,0,0,0,1,0,1.0559012577695812,0.9402108980008197,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.020959768684196134,1,0,0,0,0,0,0,0,0,-1.4876164068171518,-0.7160888552443988,0,0,1,0,0,1,0,0,0,1
0,0,1,1,1.6084834273893616,1,0,0,0,0,0,0,0,1,-1.4677062881119718,-0.35959628164471286,0,0,1,0,0,1,0,0,0,1
